,Credibility_Rank,Traffic_Rank,Bias_Rank,Factual_Reporting,Questionable,NaNs_Per_Row,Avrg_Per_Row
15279,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15280,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15281,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15282,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15283,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15284,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15285,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15286,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15287,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15288,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15289,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15290,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15291,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15292,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
15293,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15294,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15295,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15296,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15297,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15298,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15299,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15300,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
15301,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15302,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15303,1.0,-1.0,0.0,1.0,['No Data'],0,0.2
15304,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15305,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15306,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15307,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15308,1.0,-1.0,0.0,1.0,['No Data'],0,0.2
15309,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15310,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15311,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15312,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15313,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
15314,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15315,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15316,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15317,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15318,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15319,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15320,-1.0,1.0,-1.0,-1.0,-0.35714285714285715,0,-0.4
15321,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15322,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15323,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15324,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15325,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15326,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15327,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15328,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15329,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15330,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15331,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15332,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15333,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15334,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15335,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15336,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15337,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15338,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15339,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15340,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15341,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
15342,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15343,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15344,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15345,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15346,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15347,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15348,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15349,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15350,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
15351,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15352,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
15353,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15354,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15355,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15356,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15357,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15358,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15359,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15360,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15361,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15362,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15363,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15364,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15365,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15366,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15367,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15368,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15369,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15370,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15371,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15372,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15373,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15374,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15375,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15376,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15377,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15378,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15379,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15380,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15381,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15382,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15383,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15384,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15385,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15386,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15387,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15388,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15389,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15390,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15391,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15392,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15393,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15394,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15395,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15396,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15397,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15398,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15399,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15400,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15401,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15402,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15403,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15404,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15405,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15406,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15407,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15408,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15409,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15410,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15411,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15412,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15413,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15414,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15415,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15416,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15417,-1.0,1.0,-1.0,-1.0,-0.21428571428571427,0,-0.4
15418,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15419,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15420,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15421,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
15422,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15423,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15424,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15425,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15426,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15427,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15428,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15429,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15430,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15431,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15432,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15433,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15434,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15435,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15436,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15437,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15438,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15439,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15440,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
15441,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15442,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15443,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15444,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15445,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15446,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15447,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15448,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15449,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15450,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15451,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15452,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15453,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15454,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15455,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15456,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15457,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15458,-1.0,-1.0,-1.0,-1.0,-0.5714285714285714,0,-0.8
15459,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15460,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15461,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15462,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15463,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15464,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15465,-1.0,-1.0,-1.0,-1.0,-0.5714285714285714,0,-0.8
15466,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15467,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15468,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15469,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15470,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15471,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15472,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15473,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15474,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15475,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15476,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15477,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15478,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15479,-1.0,1.0,-1.0,-1.0,-0.35714285714285715,0,-0.4
15480,-1.0,-1.0,-1.0,-1.0,['No Data'],0,-0.8
15481,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15482,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15483,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15484,-1.0,1.0,-1.0,-1.0,-0.21428571428571427,0,-0.4
15485,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15486,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15487,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15488,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15489,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15490,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15491,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15492,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15493,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15494,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15495,-1.0,-1.0,-1.0,-1.0,-0.21428571428571427,0,-0.8
15496,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15497,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15498,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15499,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15500,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15501,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15502,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15503,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15504,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15505,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15506,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15507,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15508,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15509,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15510,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15511,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15512,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15513,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15514,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15515,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15516,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15517,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15518,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15519,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15520,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15521,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15522,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15523,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15524,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15525,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15526,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15527,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15528,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15529,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15530,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15531,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15532,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15533,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15534,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15535,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15536,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15537,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15538,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15539,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15540,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15541,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15542,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15543,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15544,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15545,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15546,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15547,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15548,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15549,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15550,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15551,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15552,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15553,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15554,1.0,-1.0,0.0,1.0,['No Data'],0,0.2
15555,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15556,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15557,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15558,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15559,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15560,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15561,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
15562,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15563,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15564,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15565,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15566,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15567,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15568,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15569,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15570,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15571,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15572,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15573,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15574,-1.0,-1.0,-1.0,-1.0,-0.21428571428571427,0,-0.8
15575,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15576,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15577,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15578,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15579,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15580,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15581,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15582,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15583,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15584,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15585,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15586,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15587,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15588,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
15589,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15590,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15591,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15592,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15593,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
15594,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15595,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15596,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15597,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15598,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15599,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15600,-1.0,-1.0,-1.0,-1.0,-0.5714285714285714,0,-0.8
15601,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15602,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15603,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15604,-1.0,1.0,-1.0,-1.0,-0.35714285714285715,0,-0.4
15605,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
15606,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15607,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15608,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15609,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15610,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15611,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15612,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15613,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
15614,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15615,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15616,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
15617,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15618,-1.0,-1.0,-1.0,-1.0,['No Data'],0,-0.8
15619,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15620,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15621,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15622,-1.0,-1.0,-1.0,-1.0,['No Data'],0,-0.8
15623,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15624,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15625,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15626,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15627,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15628,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15629,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15630,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15631,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15632,-1.0,-1.0,-1.0,-1.0,['No Data'],0,-0.8
15633,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15634,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15635,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15636,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15637,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
15638,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15639,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
15640,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15641,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
15642,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15643,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15644,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15645,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15646,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15647,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15648,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15649,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15650,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
15651,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15652,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
15653,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15654,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
15655,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
15656,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15657,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
15658,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
15659,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15660,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15661,1.0,1.0,0.0,1.0,['No Data'],0,0.6
15662,1.0,-1.0,0.0,1.0,['No Data'],0,0.2
15663,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
15664,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
15665,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
